cj,gg,name,price,price2,xq
葫芦岛国帝药业有限责任公司,20ml,复方醋酸氟轻松酊(皮炎宁酊),,≈￥8.55,效期：2022年01月
长春人民药业集团有限公司,15片/板*2板/盒,四季感冒片,,≈￥3.42,效期：2022年11月
伊春金北药制药有限公司,0.3g*24片（薄膜衣）,咽炎片,,≈￥1.62,效期：2021年10月
广州白云山敬修堂药业股份有限公司,5粒,复方小儿退热栓,,≈￥7.7,效期：2021年10月
江西鑫源欣实业有限公司,20ml*6支/盒,50%葡萄糖饮料,,≈￥3.8,效期：2021年09月
广东新峰药业股份有限公司,0.3g*24片,通宣理肺片,,≈￥3.14,效期：2021年04月
长春迪瑞制药有限公司,12片,复方氨酚烷胺片,,≈￥1.46,效期：2022年12月
湖北济安堂药业股份有限公司,10ml*10支,生脉饮（党参方）,,≈￥2.47,效期：2021年01月
浙江京新药业股份有限公司,5mg*10片*1板,西沙必利片(怡瑞),,≈￥2.95,效期：2021年09月
山东鑫齐药业有限公司,20mg*14片,辛伐他汀片,,≈￥3.23,效期：2021年09月
辉瑞制药有限公司,5mg*7片,苯磺酸氨氯地平片(络活喜),,≈￥22.13,效期：2024年05月
北京汉典制药有限公司,2.5g*12片,小柴胡泡腾片,,≈￥15.96,效期：2021年02月
安徽安科恒益药业有限公司,10mg*10片/盒,阿德福韦酯片,,≈￥10.45,效期：2020年11月
江西京通美联药业有限公司,0.25g*100片,抗宫炎片,,≈￥4.28,效期：2021年04月
华北制药股份有限公司,10mg（1万单位）*12袋,硫酸庆大霉素颗粒(小儿利宝),,≈￥2.52,效期：2022年01月
重庆神奇药业股份有限公司,0.35g*30片,妇炎康复片,,≈￥3.9,效期：2021年04月
广西日田药业集团有限责任公司,10g*10袋,复方百部止咳颗粒,,≈￥3.14,效期：2021年08月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,腰椎冷敷贴(桂龙膏药),,≈￥8.55,效期：2023年03月
杭州朱养心药业有限公司,2%  5g,莫匹罗星软膏,,≈￥7.13,效期：2021年09月
北京汉典制药有限公司,2.5g*12片,小柴胡泡腾片,,≈￥15.96,效期：2021年02月
安徽济人药业有限公司,0.3g*12片/板*3板/盒,蒲地蓝消炎片,,≈￥3.52,效期：2021年03月
云南永安制药有限公司,0.35g*12片*3板,脂必妥片,,≈￥5.51,效期：2020年12月
上海上药信谊药厂有限公司,0.25mg*30片/盒,地高辛片,,≈￥24.8,效期：2022年08月
中美上海施贵宝制药有限公司,0.5mg*7片,恩替卡韦片(博路定),,≈￥131.58,效期：2022年09月
吉林英联生物制药股份有限公司,60mg*12片,洛索洛芬钠片（赛克同）,,≈￥5.23,效期：2022年10月
广东和平药业有限公司,60片,重感灵片,,≈￥2.76,效期：2021年09月
北京同仁堂科技发展股份有限公司制药厂,360粒,金匮肾气丸,,≈￥11.31,效期：2022年10月
国药集团容生制药有限公司,10mg*100片,维生素B1片,,≈￥1.9,效期：2021年03月
云南省曲靖药业有限公司,10粒/板*1板/盒,复方氨酚烷胺胶囊,,≈￥1.81,效期：2022年04月
合肥今越制药有限公司,0.25g*12粒,牛黄蛇胆川贝胶囊,,≈￥6.46,效期：2021年04月
广西药用植物园制药厂,30粒,咳特灵胶囊,,≈￥2.85,效期：2022年04月
上海美优制药有限公司,0.25g*6片,头孢丙烯分散片(臣康安),,≈￥7.6,效期：2021年11月
上海信谊九福药业有限公司,25ug*100片,维生素B12片,,≈￥3.37,效期：2021年08月
山西亨瑞达制药有限公司,25ug*100片,维生素B12片,,≈￥1.03,效期：2021年12月
山西澳迩药业有限公司,7.5g*12袋,一清颗粒(澳迩新),,≈￥4.09,效期：2022年01月
广西宝瑞坦制药有限公司,10g*18袋,复方罗汉果止咳颗粒,,≈￥4.75,效期：2021年11月
广西纯正堂制药有限公司,10g*10袋/盒,止咳枇杷颗粒,,≈￥3.42,效期：2021年04月
安徽东盛友邦制药有限公司,10ml*6支,抗病毒口服液,,≈￥3.28,效期：2022年01月
广西金页制药有限公司,100片,咳特灵片,,≈￥2.85,效期：2021年11月
上海美优制药有限公司,0.25g*6片,头孢丙烯分散片(臣康安),,≈￥7.6,效期：2021年11月
天津力生制药股份有限公司,25mg*100片,盐酸异丙嗪片,,≈￥8.08,效期：2021年02月
兰州和盛堂制药股份有限公司,4.5g*9袋,保和颗粒,,≈￥2.9,效期：2022年11月
山西太原药业有限公司,0.1g*100片,氨茶碱片,,≈￥3.52,效期：2021年11月
厦门力卓药业有限公司,10mg*14粒/板*2板/盒,辛伐他汀胶囊,,≈￥4.28,效期：2020年09月
烟台鲁银药业有限公司,0.25g*6片/盒,硝呋太尔阴道片,,≈￥15.06,效期：2021年08月
广东省惠州市中药厂有限公司,12粒,莲芝消炎胶囊,,≈￥3.42,效期：2021年12月
湖北太子药业有限公司,120ml,川贝清肺糖浆,,≈￥4.75,效期：2021年08月
山东信谊制药有限公司,0.2g*24片,盐酸胺碘酮片,,≈￥17.58,效期：2020年11月
西南药业股份有限公司,12片/板*3板,青霉素V钾片,,≈￥4.66,效期：2021年03月
天津金耀药业有限公司,10g:10mg,丁酸氢化可的松乳膏(尤卓尔),,≈￥11.59,效期：2022年03月
上海玉瑞生物科技（安阳）药业有限公司,0.3g*100片,碳酸氢钠片,,≈￥6.45,效期：2023年03月
山东淄博新达制药有限公司,377mg*10片*1板/盒,复方氨酚烷胺分散片,,≈￥4.28,效期：2020年09月
广西梧州制药（集团）股份有限公司,0.3g*24粒/盒,肝得乐胶囊,,≈￥9.5,效期：2021年04月
合肥今越制药有限公司,0.4g*10片/板*2板/盒,活血止痛片,,≈￥3.23,效期：2021年02月
山西云鹏制药有限公司,5mg*100片,甲氧氯普胺片(胃复安片),,≈￥9.31,效期：2022年06月
安徽宏业药业有限公司,0.25g*100片,硫糖铝咀嚼片,,≈￥4.28,效期：2021年02月
哈尔滨圣泰生物制药有限公司,2g*6袋,小儿热速清颗粒,,≈￥6.27,效期：2021年11月
重庆华邦制药有限公司委托重庆和平制药有限公司,0.05% 10ml*6支,盐酸左西替利嗪口服溶液,,≈￥17.1,效期：2022年11月
海南宝元堂保健品有限公司,1.8cm*2贴,晕车贴,,≈￥5.51,效期：2022年09月
广西双蚁药业有限公司,0.25g*20片*100袋,元胡止痛片(糖衣片),,≈￥49.4,效期：2021年03月
广西梧州制药（集团）股份有限公司,4.5g/丸*10丸/盒,调经种子丸,,≈￥18.05,效期：2021年04月
福建省三明天泰制药有限公司,0.1g*100s,葡醛内酯片,,≈￥4.75,效期：2020年12月
黑龙江龙桂制药有限公司,4g*12袋,小儿咽扁颗粒,,≈￥3.47,效期：2022年10月
安徽宏业药业有限公司,0.25g*100片,硫糖铝咀嚼片,,≈￥4.28,效期：2021年02月
广州白云山医药集团股份有限公司广州白云山制药总厂,100mg*1片,枸橼酸西地那非片,,≈￥42.75,效期：2022年12月
成都迪康药业股份有限公司,20mg*7片,雷贝拉唑钠肠溶片(安斯菲),,≈￥27.36,效期：2021年11月
吉林省正辉煌药业有限公司,3.5g*20丸,藤黄健骨丸,,≈￥5.37,效期：2022年11月
咸宁中凝胶高分子材料有限公司,4贴/盒,医用退热贴,,≈￥4.09,效期：2022年02月
西南药业股份有限公司,0.1g*20片/盒,氨茶碱缓释片(阿咪康),,≈￥4.66,效期：2021年04月
福建省三明天泰制药有限公司,10g:7.5mg 22g,复方醋酸地塞米松乳膏,,≈￥0.86,效期：2020年08月
桂林红会药业有限公司,0.28g*24片,橘红枇杷片,,≈￥3.33,效期：2021年04月
海南皇隆制药股份有限公司,80mg*7片,缬沙坦分散片(皇隆达乐),,≈￥6.94,效期：2021年11月
河北金牛原大药业科技有限公司,10mg*12袋,硫酸庆大霉素颗粒,,≈￥1.76,效期：2021年02月
上海新黄河制药有限公司,5mg*24粒,枸橼酸莫沙必利胶囊(美唯宁),,≈￥11.02,效期：2022年08月
广西禅方药业股份有限公司,100片,复方穿心莲片,,≈￥1.85,效期：2021年08月
安徽东盛友邦制药有限公司,10ml*10支/盒,抗病毒口服液,,≈￥7.32,效期：2022年01月
沈阳永大制药有限公司,30mg*15片/板*2板/盒,格列齐特缓释片,,≈￥5.89,效期：2021年07月
广西禅方药业股份有限公司,30粒,咳特灵胶囊,,≈￥4.09,效期：2021年02月
桂林红会药业有限公司,"每片含总黄酮醇苷9.6mg,萜类内脂2.4mg*24片/盒（薄膜衣）",银杏叶片,,≈￥2.14,效期：2021年04月
AstraZeneca Pty Ltd,2ml:1mg*5支,吸入用布地奈德混悬液(普米克令舒),,≈￥64.41,效期：2021年09月
通化颐生药业股份有限公司,0.4g*36粒,降糖宁胶囊,,≈￥3.09,效期：2022年08月
广东万年青制药股份有限公司,0.25g*100片,消炎利胆片(糖衣片),,≈￥7.03,效期：2022年10月
贵州黄果树立爽药业有限公司,0.025g*50丸,咽立爽口含滴丸,,≈￥11.39,效期：2021年09月
吉林京辉股份药业有限公司（原：通化振霖药业有限责任公司）,0.3g*13粒*1板/盒,七鞭回春乐胶囊,,≈￥3.14,效期：2021年04月
石药集团欧意药业有限公司,2.5mg*7片/盒,马来酸左旋氨氯地平分散片(玄宁),,≈￥10.93,效期：2021年03月
涿州东乐制药有限公司,0.5mg*20粒,甲钴胺胶囊,,≈￥5.32,效期：2021年03月
桂林红会药业有限公司,"每片含总黄酮醇苷9.6mg,萜类内脂2.4mg*24片/盒（薄膜衣）",银杏叶片,,≈￥2.14,效期：2021年04月
苏州西克罗制药有限公司（原礼来苏州制药有限公司）,0.125g/袋*6袋/盒,头孢克洛干混悬剂(希刻劳),,≈￥18.05,效期：2021年08月
云南云河药业股份有限公司,12粒*2板,龙血竭胶囊,,≈￥5.22,效期：2024年07月
山东鑫惠药业有限公司,1.5mg*1片,左炔诺孕酮片,,≈￥8.36,效期：2022年11月
桂林三金药业股份有限公司,3.5克*1瓶,桂林西瓜霜,,≈￥10.32,效期：2022年12月
烟台元生药业有限公司,30粒,维生素AD滴剂(胶囊型(一岁以上)),,≈￥6.84,效期：2021年02月
四川天德制药有限公司,12袋/盒,小儿氨酚黄那敏颗粒,,≈￥1.43,效期：2021年09月
威特(湖南)药业有限公司,0.15g*6粒,盐酸伐昔洛韦胶囊,,≈￥6.94,效期：2021年10月
山东绿因药业有限公司,0.1g*6袋,阿奇霉素干混悬剂,,≈￥2.47,效期：2021年04月
成都天台山制药有限公司,0.1g*12片,乙酰螺旋霉素片,,≈￥0.9,效期：2021年06月
湖北太子药业有限公司,10ml*12支,清热解毒口服液,,≈￥5.99,效期：2021年10月
成都川力制药有限公司,0.5g*24片,盐酸二甲双胍片(立克糖),,≈￥4.28,效期：2021年09月
广州诺金制药有限公司,0.5g*15s*2板,湿毒清片,,≈￥7.59,效期：2022年04月
河南润弘本草制药有限公司,0.9g/瓶*3瓶/盒,一把抓,,≈￥9.5,效期：2021年04月
吉林道君药业股份有限公司,26.4mg*10粒*2板/盒,磷酸苯丙哌林胶囊,,≈￥3.04,效期：2021年10月
珠海润都制药股份有限公司,0.1g*12粒,双氯芬酸钠缓释胶囊,,≈￥6.37,效期：2021年10月
天津医药集团津康制药有限公司,0.1g*6粒,头孢克肟胶囊,,≈￥2.38,效期：2021年04月
天大药业（珠海）有限公司,60ml,布洛芬混悬液(托恩),,≈￥9.12,效期：2022年10月
天津力生制药股份有限公司,0.3g*20粒,男宝胶囊,,≈￥21.38,效期：2021年01月
吉林省辉南长龙生化药业股份有限公司,24片,追风舒经活血片,,≈￥3.71,效期：2022年11月
滇虹药业集团股份有限公司,50ml,复方酮康唑发用洗剂(康王),,≈￥26.5,效期：2021年10月
福建省三明天泰制药有限公司,20g：15mg/支/盒,复方醋酸地塞米松乳膏,,≈￥0.95,效期：2020年12月
长春新安药业有限公司,12片/盒,复方氨酚烷胺片,,≈￥1.81,效期：2021年09月
南京海鲸药业有限公司,10粒*5板/盒,维生素AD滴剂（胶囊型）(一岁以上),,≈￥15.2,效期：2020年12月
四川大千药业有限公司,10g*20袋,玄麦甘桔颗粒,,≈￥5.99,效期：2021年02月
长春海外制药集团有限公司,12粒,复方氨酚烷胺胶囊(好感动),,≈￥2.74,效期：2022年10月
四川奇力制药有限公司,20ml/支*10支/盒,阿胶益寿口服液,,≈￥12.07,效期：2021年07月
成都亨达药业有限公司,50mg*24片,阿魏酸钠片,,≈￥4.18,效期：2021年08月
广西正堂药业有限责任公司,12片*2板,清火栀麦片,,≈￥0.86,效期：2021年11月
福建省三明天泰制药有限公司,20g：15mg/支/盒,复方醋酸地塞米松乳膏,,≈￥0.95,效期：2020年12月
长春新安药业有限公司,36粒/板*2板/盒,抗骨增生丸,,≈￥2.42,效期：2022年10月
南京海鲸药业有限公司,10粒*5板/盒,维生素AD滴剂（胶囊型）(一岁以下),,≈￥15.2,效期：2021年02月
吉林道君药业股份有限公司,36粒,人工牛黄甲硝唑胶囊,,≈￥5.13,效期：2022年12月
成都迪康药业股份有限公司,15mg*7片,盐酸吡格列酮片(安可妥),,≈￥6.65,效期：2022年02月
广州白云山星群（药业）股份有限公司,10ml/支*12支/盒,安神补脑液,,≈￥14.54,效期：2021年07月
盘锦恒昌隆药业有限公司,10g*12袋,清淋颗粒,,≈￥8.36,效期：2022年07月
江中药业股份有限公司,0.4g*32片/盒,乳酸菌素片,,≈￥6.36,效期：2021年08月
石药控股集团广西泰诺制药有限公司,12片*40小袋/袋,清火栀麦片,,≈￥8.08,效期：2021年01月
郑州卓峰制药有限公司,5ml:15mg/支/盒,氧氟沙星滴耳液,,≈￥2.19,效期：2021年10月
上海新亚药业闵行有限公司,5mg*16片,马来酸依那普利片,,≈￥2.57,效期：2021年04月
江苏汉晨药业有限公司,80ml/瓶(0.0005%),盐酸丙卡特罗口服溶液,,≈￥10.26,效期：2021年08月
陕西中医学院制药厂,30g,固肠止泻丸,,≈￥10.93,效期：2022年10月
国药控股星鲨制药（厦门）有限公司,30粒（1岁以上）,维生素AD滴剂(福娃),,≈￥12.35,效期：2021年03月
青海鲁抗大地药业有限公司,0.35g*12粒/板/盒,润肺止咳胶囊,,≈￥4.09,效期：2022年02月
漳州无极药业有限公司,10g,复方倍氯米松樟脑乳膏,,≈￥3.61,效期：2022年05月
苏州中化药品工业有限公司,20mg*14粒/盒,盐酸氟西汀胶囊,,≈￥13.78,效期：2020年10月
长春人民药业集团有限公司,0.1g*18片*1板/盒,磷霉素钙片,,≈￥5.51,效期：2022年10月
国药集团国瑞药业有限公司,100mg*24片,利巴韦林分散片,,≈￥3.8,效期：2021年03月
湖北惠真源药械有限公司,4贴,晕车贴,,≈￥3.23,效期：2022年12月
山东淄博新达制药有限公司,0.125g*6袋,头孢克洛颗粒(新达罗),,≈￥5.51,效期：2021年01月
河南普瑞制药有限公司,5mg*100片,消旋山莨菪碱片 (654-2片),,≈￥11.21,效期：2021年03月
广州花城药业有限公司（原广州市花城制药厂）,0.22g*100片,感冒清片,,≈￥4.99,效期：2021年05月
石药集团中诺药业（石家庄）有限公司,0.375g*12片,阿莫西林克拉维酸钾片(中诺艾林),,≈￥7.79,效期：2021年11月
石家庄四药有限公司,0.125g*12袋/盒,头孢克洛干混悬剂,,≈￥8.55,效期：2021年02月
广西圣特药业有限公司,18g*10袋/盒,感冒退热颗粒,,≈￥3.99,效期：2021年04月
北京北陆药业股份有限公司,0.5mg*30片,瑞格列奈片(锐列安),,≈￥5.23,效期：2021年04月
哈尔滨市龙生北药生物工程股份有限公司,0.6克/片*24片,蒲地蓝消炎片,,≈￥3.23,效期：2022年06月
湖南湘雅制药有限公司,50mg*20片,血塞通片,,≈￥7.6,效期：2022年01月
天津力生制药股份有限公司,2.5mg*30片,吲达帕胺片(寿比山/糖衣片),,≈￥16.44,效期：2022年03月
吉林省罗邦药业有限公司,10g*10袋,肺宁颗粒,,≈￥6.94,效期：2022年10月
安斯泰来制药（中国）有限公司,0.2mg*10粒,盐酸坦索罗辛缓释胶囊(哈乐),,≈￥47.5,效期：2022年04月
石家庄四药有限公司,0.125g*12袋,头孢呋辛酯颗粒,,≈￥8.55,效期：2021年01月
好大夫制药有限公司,24片/盒（糖衣片）,复方蛤青片,,≈￥9.03,效期：2023年01月
北京北陆药业股份有限公司,0.5mg*30片,瑞格列奈片(锐列安),,≈￥5.23,效期：2021年04月
安徽国正药业股份有限公司,20ml*20支,开塞露,,≈￥0.48,效期：2021年01月
山西仟源医药集团股份有限公司,30mg*20片,盐酸氨溴索分散片(抒坦清),,≈￥3.42,效期：2021年08月
四川好医生攀西药业有限责任公司,5g*9袋,抗感颗粒(儿童抗感),,≈￥16.33,效期：2022年01月
广西邦琪药业集团有限公司,0.5g/片*12片/盒,清感穿心莲片（糖衣片）,,≈￥1.9,效期：2021年03月
洛阳伊龙药业有限公司,150ml/瓶,杏苏止咳糖浆,,≈￥6.94,效期：2021年04月
广东华南药业集团有限公司,0.1g*8片/盒,头孢克肟分散片,,≈￥4.04,效期：2022年01月
广西正堂药业有限责任公司,100ml,半夏糖浆,,≈￥3.14,效期：2021年02月
广东在田药业有限公司,12粒*2板,通滞苏润江胶囊,,≈￥9.5,效期：2021年02月
广西邦琪药业集团有限公司,120ml,百咳静糖浆(成人),,≈￥7.05,效期：2020年12月
广西双蚁药业有限公司,12片*40袋,清火栀麦片,,≈￥8.88,效期：2021年02月
安徽环球药业股份有限公司,5ml：15mg,氧氟沙星滴眼液,,≈￥0.67,效期：2021年04月
桂林南药股份有限公司,0.2g*12片/盒,交沙霉素片,,≈￥11.21,效期：2022年06月
长春人民药业集团有限公司,6g*10丸/盒,龙胆泻肝丸(老君炉),,≈￥4.75,效期：2023年02月
苏州弘森药业股份有限公司,0.1g*100片,苯妥英钠片,,≈￥4.09,效期：2021年01月
国药集团汕头金石制药有限公司,0.125g*12包,头孢克洛颗粒,,≈￥5.7,效期：2021年04月
广东彼迪药业有限公司,25mg*100片,氯氮平片,,≈￥7.79,效期：2020年11月
石药集团欧意药业有限公司,0.25g*4片/板/盒,阿奇霉素片(新维宏),,≈￥2.85,效期：2021年01月
四川依科制药有限公司,0.2g*100片,甲硝唑片,,≈￥3.99,效期：2020年11月
贵州君之堂制药有限公司,5g*10袋/盒,小儿氨酚黄那敏颗粒,,≈￥4.96,效期：2020年12月
四川成都同道堂制药有限责任公司,0.3g*12粒/板*2板/盒,银黄胶囊,,≈￥2.47,效期：2021年04月
山西华元医药生物技术有限公司,0.25g*15片*2板,清咽片,,≈￥3.04,效期：2021年03月
天津中新药业集团股份有限公司新新制药厂,0.25g*48片/盒,盐酸二甲双胍片,,≈￥1.14,效期：2020年12月
北京长城制药有限公司,6g*6袋,小儿清肺化痰颗粒,,≈￥5.39,效期：2021年10月
广东南国药业有限公司,24片,喉舒宁片,,≈￥1.66,效期：2021年02月
广西维威制药有限公司,15g*10袋,石淋通颗粒,,≈￥5.23,效期：2021年04月
安徽美欣制药有限公司,0.2g*10粒/板*3板/盒,橘红枇杷胶囊,,≈￥5.99,效期：2021年01月
北京澳特舒尔保健品开发有限公司出品,62.5g(2.5g*20袋+12.5g),碧生源常润茶,,≈￥64.6,效期：2021年08月
广西盈康药业有限责任公司,10g*15袋,维C银翘颗粒,,≈￥7.41,效期：2021年04月
广西正堂药业有限责任公司,10g*10袋,复方百部止咳颗粒,,≈￥3.56,效期：2021年02月
广西泰诺制药有限公司（石药控股集团广西泰诺制药有限公司）,100ml,强力枇杷露,,≈￥2.38,效期：2021年11月
杭州华威药业股份有限公司,10ml*15支/盒,高山红景天口服液,,≈￥19,效期：2021年02月
山东鲁西药业有限公司,12片,复方氨酚烷胺片,,≈￥1.66,效期：2022年01月
安徽美欣制药有限公司,0.2g*10粒/板*3板/盒,橘红枇杷胶囊,,≈￥5.99,效期：2021年01月
重庆和平制药有限公司,0.65g*100包,阿咖酚散,,≈￥6.64,效期：2021年11月
长春迪瑞制药有限公司,5ml,复方托吡卡胺滴眼液,,≈￥5.51,效期：2021年03月
广西正堂药业有限责任公司,10g*10袋,复方百部止咳颗粒,,≈￥3.56,效期：2021年02月
广州诺金制药有限公司,0.29g*45粒/盒,乳癖康胶囊,,≈￥8.74,效期：2022年04月
广州诺金制药有限公司,0.4g*30片/盒,百合固金片,,≈￥11.21,效期：2022年04月
广西康华药业有限责任公司,1.2g/粒*7粒/盒,止带消糜栓(花红),,≈￥16.15,效期：2021年04月
浙江昂利康制药股份有限公司,100mg*8粒/盒,头孢克肟胶囊,,≈￥3.09,效期：2021年07月
山东润华药业有限公司,60ml/瓶/盒,小儿双金清热口服液(润华),,≈￥13.3,效期：2021年03月
长春迪瑞制药有限公司,5ml,复方托吡卡胺滴眼液,,≈￥5.51,效期：2021年03月
广东新峰药业股份有限公司,10g*9袋,感冒灵颗粒,,≈￥4.75,效期：2022年04月
广西中医药大学制药厂,0.31g*24片,芒果止咳片,,≈￥4.56,效期：2021年02月
通化金恺威药业有限公司,0.5g*12s*3板,血栓心脉宁胶囊,,≈￥13.3,效期：2022年06月
珠海联邦制药股份有限公司中山分公司,0.25g*24粒,阿莫西林胶囊(阿莫仙),,≈￥10.45,效期：2022年11月
贵州科顿制药有限责任公司,5g*10袋/盒,小儿功劳止泻颗粒,,≈￥11.97,效期：2021年03月
四川康特能药业有限公司,10ml*6支,去感热口服液,,≈￥8.17,效期：2021年03月
广州市香雪制药股份有限公司,10ml*12支,壮腰健肾口服液,,≈￥19.48,效期：2020年11月
海口奇力制药股份有限公司,0.1g*6袋,阿奇霉素颗粒,,≈￥1.81,效期：2021年12月
广州白云山敬修堂药业股份有限公司,0.25g*18锭,外用紫金锭,,≈￥7.13,效期：2020年11月
大理白族自治州中药制药有限公司,15片*2板,清肺抑火片,,≈￥3.42,效期：2022年12月
