cj,gg,name,price,price2,xq
浙江鼎泰药业股份有限公司,7g,复方酮康唑软膏（来生元）, ￥2.15,,效期：2022年02月
四川川大华西药业股份有限公司,2g*12袋,通窍鼻炎颗粒, ￥8.1,,效期：2021年07月
内蒙古大唐药业股份有限公司,50ml,复方醋酸氟轻松酊(皮炎宁酊), ￥37,,效期：2021年11月
重庆迪康长江制药有限公司,2*12粒/板/盒,人工牛黄甲硝唑胶囊(牙痛安), ￥2,,效期：2023年01月
国药集团武汉中联四药药业有限公司,40g*3袋,足光散, ￥4.1,,效期：2021年10月
四川康特能药业有限公司,10ml*6支,去感热口服液, ￥8,,效期：2021年03月
中美天津史克制药有限公司,0.3g*10粒*2板,布洛芬缓释胶囊(芬必得), ￥16.58,,效期：2022年12月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,跌打冷敷贴(桂龙膏药), ￥9.5,,效期：2022年11月
广西德联制药有限公司,150ml/瓶（附冲洗器）,复方黄藤洗液, ￥9,,效期：2021年06月
台州南峰药业有限公司,5g*6袋,枣仁安神颗粒, ￥15.5,,效期：2021年10月
浙江海力生制药有限公司,24粒,维生素AD滴剂（胶囊型）(金贝特令), ￥12.5,,效期：2021年09月
武汉五景药业有限公司,5ml:25mg,马来酸噻吗洛尔滴眼液(五景), ￥20.4,,效期：2021年12月
四川省三星堆制药有限公司,30mg*100片/瓶/盒,复方黄连素片, ￥5.39,,效期：2021年09月
华润双鹤药业股份有限公司,10片/盒,复方利血平氨苯蝶啶片(降压0号), ￥11.5,,效期：2022年02月
安徽安科恒益药业有限公司,0.25g*12粒*3板/盒,阿莫西林胶囊(玺福康), ￥5.5,,效期：2022年06月
北京韩美药品有限公司,1g*10袋,枯草杆菌二联活菌颗粒(妈咪爱), ￥17.2,,效期：2021年12月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,腰腿冷敷贴(桂龙膏药), ￥9.5,,效期：2022年11月
陕西仁康药业有限公司,150ml,隐形眼镜护理液(水氧e清), ￥5.4,,效期：2022年03月
四川海思科制药有限公司,0.5mg*7粒,F恩替卡韦胶囊, ￥13,,效期：2021年10月
桂龙药业（安徽）有限公司,5g*8袋,清喉利咽颗粒(慢严舒柠（无蔗糖型）), ￥18.1,,效期：2022年10月
北京嘉林药业股份有限公司,20mg*7片,阿托伐他汀钙片(阿乐), ￥21.5,,效期：2023年02月
重庆科瑞制药（集团）有限公司/重庆科瑞东和制药有限责任公司,10g*20袋,金钱草颗粒, ￥13.99,,效期：2022年02月
亚宝药业集团股份有限公司委托北京亚宝生物药业有限公司,10mg*50片,硝苯地平缓释片（I）(亚宝宜欣), ￥8.1,,效期：2021年08月
吉林省华侨药业集团有限公司,15片*2板,化痰平喘片, ￥2.8,,效期：2022年08月
国药集团致君（深圳）制药有限公司,0.1g*6片,头孢地尼分散片, ￥14.6,,效期：2021年09月
山东广育堂国药有限公司,3g,冰硼散, ￥2,,效期：2021年12月
福建太平洋制药有限公司,9.2ml,风油精, ￥4.5,,效期：2023年02月
重庆和平制药有限公司,10g*18袋,金钱草颗粒, ￥13.4,,效期：2022年02月
三门峡赛诺维制药有限公司,0.2g*24粒,消栓肠溶胶囊(消栓胶囊（肠溶）), ￥41,,效期：2021年10月
北京嘉林药业股份有限公司,10mg*7片,阿托伐他汀钙片(阿乐), ￥15.5,,效期：2023年02月
阿斯利康制药有限公司委托阿斯利康药业（中国）有限公司,5mg*10片,非洛地平缓释片(波依定), ￥28,,效期：2022年10月
中美天津史克制药有限公司,5g,莫匹罗星软膏(百多邦), ￥13.65,,效期：2022年02月
四川逢春制药有限公司,10克*22袋/袋,夏桑菊颗粒（直立袋）, ￥8,,效期：2022年02月
哈药集团制药六厂,12袋,小儿氨酚黄那敏颗粒(护彤), ￥7.6,,效期：2021年10月
广州诺金制药有限公司,0.41g*30片,盆炎净片, ￥7,,效期：2022年04月
天津怀仁制药有限公司,150mg：12.5mg*10片,厄贝沙坦氢氯噻嗪分散片, ￥14,,效期：2021年11月
西藏奇正藏药股份有限公司,1贴*5袋,消痛贴膏, ￥53,,效期：2022年11月
成都泰合健康科技集团股份有限公司华神制药厂,0.2g*12粒,三七通舒胶囊, ￥29.5,,效期：2021年11月
江苏吉贝尔药业股份有限公司,20mg*24片*2板,利可君片, ￥41,,效期：2022年09月
重庆科瑞制药（集团）有限公司,0.3g*100片,陈香露白露片, ￥4.99,,效期：2021年11月
重庆科瑞制药（集团）有限公司,20粒,甲硝唑芬布芬胶囊(牙周康), ￥5.5,,效期：2021年05月
安徽省双科药业有限公司,5ml,苄达赖氨酸滴眼液, ￥8.5,,效期：2021年11月
华润双鹤利民药业(济南)有限公司,20mg*30片,硝苯地平缓释片（II）(贝奇灵（瓶装）), ￥5.4,,效期：2021年09月
吉林京辉药业股份有限公司,13粒*4板,大败毒胶囊, ￥8,,效期：2022年11月
甘南佛阁藏药有限公司,0.8g*20丸,洁白丸, ￥16,,效期：2023年09月
山西宝泰药业有限责任公司,10mg*30片,多潘立酮片(宝泰理通), ￥3.75,,效期：2022年10月
江苏恒瑞医药股份有限公司委托成都盛迪医药有限公司,0.1g*10片,F艾瑞昔布片(恒扬), ￥33.5,,效期：2021年12月
国药集团致君（深圳）制药有限公司,0.125g*12粒,头孢呋辛酯胶囊(达力新), ￥5,,效期：2022年10月
山西康宝生物制品股份有限公司,5mg*10片,非洛地平缓释片(康宝得维), ￥8.59,,效期：2022年12月
哈尔滨市龙生北药生物工程股份有限公司,120ml,盐酸氨溴索口服溶液, ￥6.8,,效期：2021年05月
湖南千金湘江药业股份有限公司,25mg*30片,盐酸地芬尼多片(眩晕停), ￥6.5,,效期：2021年09月
甘肃岷海制药有限责任公司,3板*24片,蒲地蓝消炎片, ￥5.5,,效期：2022年10月
湖北太子药业有限公司,10ml*12支,清热解毒口服液, ￥6,,效期：2021年10月
山西亨瑞达制药有限公司,50mg*100片,酚酞片(果导片), ￥6.05,,效期：2022年11月
烟台荣昌制药股份有限公司, 10g/盒,肛泰软膏, ￥17,,效期：2021年11月
天津中新药业集团股份有限公司第六中药厂,40mg*60丸*2瓶,速效救心丸, ￥28,,效期：2021年08月
吉林敖东延边药业股份有限公司,10ml*10支,安神补脑液, ￥17.59,,效期：2022年01月
广西康华药业有限责任公司,1.2g/粒*6粒/盒,宫颈炎康栓(花红), ￥22.5,,效期：2022年05月
中山市恒生药业有限公司,16片,清凉喉片, ￥1.35,,效期：2021年11月
山东鑫齐药业有限公司,0.5g*16片,铝碳酸镁咀嚼片, ￥3.1,,效期：2022年02月
吉林省俊宏药业有限公司,0.32g*28粒,藿香清胃胶囊, ￥5.5,,效期：2022年10月
扬州一洋制药有限公司,15ml：1.5g*15袋/盒,铝镁加混悬液, ￥27,,效期：2023年01月
成都康弘药业集团股份有限公司,5mg*12片,F枸橼酸莫沙必利分散片(新络纳), ￥12.6,,效期：2021年05月
云鹏医药集团有限公司（原山西云鹏制药有限公司）,5mg*100片,硝酸异山梨酯片(消心痛片), ￥2.9,,效期：2021年12月
拜耳医药保健有限公司,100mg*30片,阿司匹林肠溶片(拜阿斯), ￥13.79,,效期：2022年07月
山西省吕梁中药厂,5g*9袋,感冒解毒灵颗粒, ￥8,,效期：2022年09月
中美天津史克制药有限公司,0.2g*10片,阿苯达唑片(史克肠虫清), ￥10.3,,效期：2024年02月
山东绿因药业有限公司,12片,富马酸酮替芬分散片, ￥6,,效期：2022年01月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,腰椎冷敷贴(桂龙膏药), ￥9.5,,效期：2023年03月
国药集团汕头金石制药有限公司,0.5g*30粒,阿莫西林胶囊, ￥6.5,,效期：2022年01月
Beaufour Ipsen Industrie,10g*10袋,聚乙二醇4000散(福松), ￥24.5,,效期：2022年09月
s.a.ALCON-COUVREUR n.v,5ml:0.3%,妥布霉素滴眼液(托百士), ￥14.25,,效期：2022年05月
江西南昌桑海制药有限责任公司,100片/瓶/盒,多维元素片（21）(桑海金维), ￥26,,效期：2021年10月
黑龙江天辰药业有限公司,10粒,盆炎清栓, ￥7.5,,效期：2021年03月
南京易亨制药有限公司,50mg*24粒,双氯芬酸钠缓释胶囊(易克), ￥6.3,,效期：2021年11月
湖北福人药业股份有限公司,0.25g*2板*12粒,龙胆泻肝胶囊, ￥9.4,,效期：2022年03月
广东恒健制药有限公司,15ml,滴耳油, ￥7,,效期：2022年01月
广西梧州制药（集团）股份有限公司,6g*6丸,中华跌打丸, ￥9.8,,效期：2021年09月
通化金恺威药业有限公司,0.5g*12s*3板,血栓心脉宁胶囊, ￥13.8,,效期：2022年10月
远大医药（中国）有限公司,100片,去痛片, ￥8.1,,效期：2022年02月
天津华津制药有限公司,80mg*60片,格列齐特片（II）(达美康), ￥61.5,,效期：2022年03月
广州诺金制药有限公司,20片/板*2板/盒,复方感冒灵片, ￥3.6,,效期：2021年12月
四川好医生攀西药业有限责任公司,5g*9袋,抗感颗粒(儿童抗感), ￥17.5,,效期：2022年01月
湖南百草制药有限公司,5mg*12片/盒,非那雄胺片(葆列止), ￥11.8,,效期：2021年09月
北京振东康远制药有限公司,3g*10袋,碳酸钙D3颗粒(朗迪), ￥27,,效期：2021年12月
京都念慈菴总厂有限公司,150ml,京都念慈菴蜜炼川贝枇杷膏(念慈菴), ￥22.5,,效期：2022年04月
西安利君制药有限责任公司,0.125g*24片,琥乙红霉素片(利君沙), ￥7.5,,效期：2021年04月
江苏恒瑞医药股份有限公司,40mg*7片/板*2板/盒（薄膜衣）,非布司他片, ￥88.9,,效期：2021年06月
杭州默沙东制药有限公司,4mg*5片,孟鲁司特钠咀嚼片(顺尔宁), ￥26.8,,效期：2021年08月
莱阳市江波制药有限责任公司,50mg/袋*20袋/盒,盐酸伊托必利颗粒, ￥5,,效期：2021年03月
华中药业股份有限公司,10mg*100片,维生素B6片, ￥3,,效期：2022年06月
湖南天济草堂制药股份有限公司,15粒/板 *3板/盒,复方石韦胶囊, ￥8,,效期：2021年10月
广西嘉进药业股份有限公司,48片,穿心莲片(加劲), ￥14,,效期：2021年09月
长春海外制药集团有限公司,0.3g*10粒*2板,布洛芬缓释胶囊(今来芬布得), ￥4.78,,效期：2021年12月
吉林省罗邦药业有限公司,10g*10袋,肺宁颗粒, ￥7.25,,效期：2022年10月
华润双鹤利民药业(济南)有限公司,0.15g*12片,厄贝沙坦分散片(豪降之), ￥14,,效期：2021年12月
西安杨森制药有限公司,20g:20mg,硝酸咪康唑乳膏(达克宁), ￥17.49,,效期：2024年08月
莱阳市江波制药有限责任公司,100ml/瓶/盒,莱阳梨止咳糖浆, ￥6.5,,效期：2021年03月
安斯泰来制药（中国）有限公司,0.2mg*10粒,盐酸坦索罗辛缓释胶囊(哈乐), ￥49.8,,效期：2022年04月
回音必集团安徽制药有限公司委托安庆回音必制药股份有限公司,180ml/瓶/盒,川贝清肺糖浆, ￥12,,效期：2021年12月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,肩周冷敷贴(桂龙膏药), ￥9.5,,效期：2022年12月
贵州金桥药业有限公司,250ml,珊瑚癣净, ￥16.45,,效期：2021年10月
哈尔滨圣泰生物制药有限公司,2g*6袋,小儿热速清颗粒, ￥6.3,,效期：2021年11月
参天制药(中国)有限公司,5ml:24.4mg,左氧氟沙星滴眼液(可乐必妥), ￥28.1,,效期：2022年03月
华中药业股份有限公司,100片,去痛片, ￥7.29,,效期：2021年09月
黑龙江天龙药业有限公司,0.7克*6粒/盒,复方小儿退热栓, ￥5.5,,效期：2021年08月
云南白药集团无锡药业有限公司,1.5cm*2.3cm*5片,云南白药创可贴（防水超薄型）, ￥1.8,,效期：2022年09月
海南日中天制药有限公司,0.1g*7片,头孢地尼分散片, ￥12,,效期：2021年11月
广州诺金制药有限公司,15g*10袋,益母草颗粒, ￥6.5,,效期：2022年03月
青岛黄海制药有限责任公司,20mg*30片,硝苯地平缓释片(II)(伲福达), ￥18.3,,效期：2022年07月
云南明镜亨利制药有限公司,100粒,复方黄连素片, ￥6.4,,效期：2021年08月
北京同仁堂科技发展股份有限公司制药厂,360粒,金匮肾气丸, ￥12,,效期：2022年10月
河北长天药业有限公司,10g*50袋,复方氨酚那敏颗粒(速冲), ￥12.99,,效期：2021年10月
回音必集团安徽制药有限公司,240丸/瓶/盒,六味地黄丸(玺福康), ￥5.2,,效期：2022年07月
九芝堂股份有限公司,200丸,六味地黄丸, ￥11.5,,效期：2022年10月
陕西仁康药业有限公司,10ml/瓶/盒,润目医用冷敷凝胶(焊王), ￥4.5,,效期：2021年10月
河南省济源市济世药业有限公司,480丸,知柏地黄丸(浓缩型), ￥13.5,,效期：2024年09月
上海中华药业南通有限公司,10g（包装18.4g）,清凉油, ￥6.1,,效期：2022年06月
四川省通园制药集团有限公司,100ml,十滴水, ￥3,,效期：2022年04月
云南盘龙云海药业有限公司,0.4g*30粒/瓶/盒,排毒养颜胶囊, ￥47,,效期：2022年06月
黑龙江葵花药业股份有限公司,0.35g*100片,F护肝片, ￥23.99,,效期：2022年10月
西安自力中药集团有限公司,10*1.5g/袋/盒,活血止痛散, ￥5.2,,效期：2021年07月
广州花城药业有限公司,30粒,咳特灵胶囊, ￥4.7,,效期：2021年07月
海南海神同洲制药有限公司,0.1g*12粒*2板,盐酸左氧氟沙星胶囊, ￥3.6,,效期：2021年12月
广东同德药业有限公司,40g,双氯芬酸钠气雾剂, ￥13.5,,效期：2022年12月
西安康华药业有限公司,2板*5片,复方氯己定地塞米松膜, ￥4.8,,效期：2022年10月
大连水产药业有限公司,100粒,六合维生素丸, ￥13,,效期：2021年11月
云南白药集团股份有限公司,4g*6瓶,云南白药, ￥83.9,,效期：2023年08月
四川大冢制药有限公司,10mg*5片/盒,孟鲁司特钠片(白三平), ￥26.99,,效期：2022年01月
海南日中天制药有限公司,0.1g*9粒*2板,头孢克肟胶囊, ￥11,,效期：2021年09月
贵州百灵企业集团制药股份有限公司,12片*2板,维C银翘片, ￥2.7,,效期：2022年02月
重庆迪康长江制药有限公司,0.45g*30片/盒,龙七胃康片, ￥11.5,,效期：2021年10月
济南如意堂医药科技有限公司,7cm*10cm*3贴*2袋,颈椎冷敷贴(桂龙膏药), ￥9.5,,效期：2022年11月
太极集团重庆涪陵制药厂有限公司,10ml*6支,通天口服液, ￥18.5,,效期：2021年10月
黑龙江瑞格制药有限公司,10ml*10支,双黄连口服液, ￥8.3,,效期：2022年01月
黑龙江中桂制药有限公司,10ml*10支/盒,复方鱼腥草糖浆, ￥8.3,,效期：2022年01月
拜耳医药保健有限公司委托拜耳医药保健有限公司启东分公司,0.5g*30片,铝碳酸镁咀嚼片(达喜), ￥29.99,,效期：2024年05月
广西梧州神农药业有限公司,150ml,清热镇咳糖浆, ￥8.5,,效期：2021年10月
山西华元医药生物技术有限公司,5mg*14片*2板,苯磺酸氨氯地平片, ￥5.55,,效期：2022年01月
吉林道君药业股份有限公司,36粒,人工牛黄甲硝唑胶囊, ￥5.5,,效期：2022年12月
长春人民药业集团有限公司,2g*18袋/盒,小儿肺咳颗粒, ￥22.5,,效期：2022年09月
浙江仙琚制药股份有限公司,50mg*20片,黄体酮胶囊(益玛欣), ￥24,,效期：2022年09月
浙江海力生制药有限公司,0.2mg*20粒/盒,盐酸坦洛新缓释胶囊(齐索), ￥29.5,,效期：2021年07月
杭州民生健康药业有限公司,60片,多维元素片（21）(21金维他), ￥29,,效期：2021年10月
湖南方盛制药股份有限公司,50mg*12片*2板,血塞通分散片, ￥10.29,,效期：2022年03月
江西新远健药业有限公司,0.3g*12粒/板*2板/盒,炎可宁胶囊, ￥3.5,,效期：2021年08月
北京华素制药股份有限公司,1.5mg*15片 ,西地碘含片(华素片), ￥7.35,,效期：2021年09月
大连汉方药业有限公司,0.3g*45片,复方羊角片, ￥7.2,,效期：2022年07月
吉林省鑫辉药业有限公司,3.5g*13丸/板/盒*3小盒,藤黄健骨丸, ￥11.3,,效期：2022年11月
辽宁上药好护士药业（集团）有限公司,0.32g*100片,乳癖消片(糖衣片), ￥13,,效期：2022年06月
山西仁源堂药业有限公司,0.25g*36片,六经头痛片, ￥8.5,,效期：2023年03月
扬州一洋制药有限公司,15ml：1.5g*12袋/盒,铝镁加混悬液(安达), ￥22.8,,效期：2023年02月
金诃藏药股份有限公司,3g*9袋,安儿宁颗粒, ￥17.59,,效期：2022年01月
国药集团致君(深圳)坪山制药有限公司,0.1g*12片,双氯芬酸钠缓释片(迪根), ￥3.85,,效期：2022年11月
国药集团德众(佛山)药业有限公司,0.37g*72片,鼻炎康片, ￥17.85,,效期：2021年10月
广州诺金制药有限公司,0.75g*24片,金刚藤咀嚼片, ￥8.5,,效期：2021年10月
常州今人医疗科技有限公司,50ml(儿童),生理性海水鼻腔喷雾器(清舒), ￥18,,效期：2023年02月
桂龙药业（安徽）有限公司,5g*8袋（含乳糖）,清喉利咽颗粒(慢严舒柠), ￥18.6,,效期：2021年12月
上海新黄河制药有限公司,5mg*24粒,枸橼酸莫沙必利胶囊(美唯宁), ￥11.2,,效期：2022年08月
江西康美医药保健品有限公司,380ml,妇炎洁植物草本抑菌洗液, ￥10.4,,效期：2021年05月
成都倍特药业有限公司,100mg*12片,头孢克肟分散片(特普宁), ￥6.19,,效期：2021年10月
漳州水仙药业股份有限公司,3ml,风油精, ￥2.46,,效期：2022年12月
优时比（珠海）制药有限公司,0.15g/粒*10粒/盒,多糖铁复合物胶囊(力蜚能), ￥28.6,,效期：2022年07月
湖北惠真源药械有限公司,4贴,晕车贴, ￥3.4,,效期：2022年12月
常州今人医疗科技有限公司,60ml  (成人),生理性海水鼻腔喷雾器(清舒), ￥23,,效期：2023年02月
广东众生药业股份有限公司,10g*16袋,清热祛湿颗粒, ￥9.5,,效期：2023年02月
江西桔王药业有限公司,15g/袋*9袋/盒,益母草颗粒, ￥4,,效期：2021年10月
匈牙利吉瑞大药厂,2.5mg*30片,甲磺酸溴隐亭片(佰莫亭), ￥89,,效期：2022年04月
万特制药（海南）有限公司,10mg*6片,氯雷他定片(百为乐), ￥0.99,,效期：2022年11月
滇虹药业集团股份有限公司,7g,复方酮康唑软膏(皮康王), ￥5.5,,效期：2021年11月
广州白云山星群（药业）股份有限公司,0.25ug*20粒,阿法骨化醇软胶囊(奥司惠), ￥9.2,,效期：2021年09月
浙江中法制药有限公司,200ml,复方苦参洗剂（带冲）, ￥11.5,,效期：2021年12月
湖北太子药业有限公司,10ml*12支,脑心舒口服液, ￥6.7,,效期：2022年08月
哈尔滨儿童制药厂有限公司,5g*12袋,双黄连颗粒, ￥14.5,,效期：2022年09月
